Descriptor,Result
SSNN_Eea,0.0
SSNO_Eea,-13331.284912833382
SSNX_Eea,0.0
SSNM_Eea,-39552.079855392214
SSOO_Eea,20213.446182280677
SSOX_Eea,0.0
SSOM_Eea,-81439.1680827076
SSXX_Eea,0.0
SSXM_Eea,0.0
SSMM_Eea,431.2283695993081
SCCC_Eea,4937.336728242377
SCCN_Eea,728.5446429643588
SCCO_Eea,9977.820373464769
SCCX_Eea,0.0
SCCM_Eea,-6628.072506371168
SCNN_Eea,-12689.056351823097
SCNO_Eea,-4109.627388364153
SCNX_Eea,0.0
SCNM_Eea,5543.21391495273
SCOO_Eea,-554.7809585594002
SCOX_Eea,0.0
SCOM_Eea,15045.953538246556
SCXX_Eea,0.0
SCXM_Eea,0.0
SCMM_Eea,-2938.0527375941183
SNNN_Eea,0.0
SNNO_Eea,-7072.876041031531
SNNX_Eea,0.0
SNNM_Eea,-2735.035591311695
SNOO_Eea,1.0962156384840682
SNOX_Eea,0.0
SNOM_Eea,19435.2472166673
SNXX_Eea,0.0
SNXM_Eea,0.0
SNMM_Eea,-8263.435594125769
SOOO_Eea,7258.136244191756
SOOX_Eea,0.0
SOOM_Eea,-23337.851702923035
SOXX_Eea,0.0
SOXM_Eea,0.0
SOMM_Eea,-18733.97093060279
SXXX_Eea,0.0
SXXM_Eea,0.0
SXMM_Eea,0.0
SMMM_Eea,5011.511093522969
CCCC_Eea,-3882.422375360824
CCCN_Eea,7862.217238305474
CCCO_Eea,-20811.159363631003
CCCX_Eea,504.11394837961643
CCCM_Eea,13056.738764719343
CCNN_Eea,-6838.84831910003
CCNO_Eea,-3555.2693650876167
CCNX_Eea,-86.20060670092698
CCNM_Eea,-6153.863553757504
CCOO_Eea,19241.122098031636
CCOX_Eea,318.2232872323457
